"","Site_ID","FID_1","Datst_1","Mj_ID_1","Site_Nm","EJZ1","EJZ1_2","EJZ2","NINV","EJZ3a","EJZ3","EJZ3b","AKK","EJZ4","EJZ4C","LTM","EBA_FCP","KHA","MBA_LBA","NUZI","LBA","SM","MASS","EIA_FCP","LASS","MIA_FCP","EIA_MIA","IA","IA_FCP","LIA","PASS","POINT_X","POINT_Y","cnfdnc_","EBA1","EBA2","MBA","LBA_brd","IA1","IA2","Tuna_sz","Tn_plyg","Name","POINT_Z","Size","Period","Tuna","id","sizeCat","number"
"82","TBS_11",983,"TBS","TBS_11_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394099,0,0,0,0,0,0.394099,0,0,0,0,648513.2435,4064926.5073,0.394099,0,0,0,0.394099,0.394099,0.394099,0,NA,"",NA,0.394099,"LBA,IA1,IA2",NA,306,1,307907
"83","TBS_13",944,"TBS","TBS_13_0_0","Khirbet Sha'ib",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0,0,0,0,0,1.77,0,0,0,0,653395.699,4068207.6711,1.77,0,0,0,1.77,1.77,1.77,0,NA,"",NA,1.77,"LBA,IA1,IA2",NA,307,2,279707
"84","TBS_14",945,"TBS","TBS_14_0_0","Qariyat Sewad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,652959.5049,4066897.6069,0.77,0,0,0,0,0.77,0.77,0,NA,"",NA,0.77,"IA1,IA2",NA,308,1,430052
"85","TBS_16",946,"TBS","TBS_16_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5401,0.5401,0,0,0,0,0,0,643713.150633333,4059961.39176667,0.5401,0,0,0,0,0.5401,0.5401,0,NA,"",NA,0.5401,"IA1,IA2",NA,309,1,487278
"86","TBS_18",947,"TBS","TBS_18_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.77,0,0,0,0,0,0,644743.6228,4059081.6178,0.77,0,0,0,0,0.77,0.77,0,NA,"",NA,0.77,"IA1,IA2",NA,310,1,236250
"87","TBS_21",948,"TBS","TBS_21_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0,0,0,0,648640.3705,4060896.219,1.77,0,0,0,0,1.77,1.77,0,NA,"",NA,1.77,"IA1,IA2",NA,311,2,320017
"88","TBS_22",949,"TBS","TBS_22_0_0","Tell Bergui al-Buz",0,0,0,0.9901,0,0,0,0,0,0,0.7901,0.7901,0,0,0,2.2181,0,0,0,0,0,2.2181,0,0,0,0,651543.4758,4062195.51755,2.2181,0.9901,0.7901,0,2.2181,2.2181,2.2181,1.4341866595e-05,92,"",NA,2.2181,"EBA1,EBA2,LBA,IA1,IA2",NA,312,2,32617
"89","TBS_23",950,"TBS","TBS_23_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,635298.9105,4064487.746,0.35,0,0,0,0,0.35,0.35,0,NA,"",NA,0.35,"IA1,IA2",NA,313,1,554454
"90","TBS_24",951,"TBS","TBS_24_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4401,0,0,0,0,0,0,643083.7798,4068408.2284,0.4401,0,0,0,0,0,0.4401,0,NA,"",NA,0.4401,"IA2",NA,314,1,498065
"91","TBS_25",952,"TBS","TBS_25_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,646112.2998,4068643.1122,1.88,0,0,0,0,1.88,1.88,0,NA,"",NA,1.88,"IA1,IA2",NA,315,2,498024
"92","TBS_27",953,"TBS","TBS_27_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,644254.1142,4068610.4477,0.63,0,0,0,0,0.63,0.63,0,NA,"",NA,0.63,"IA1,IA2",NA,316,1,431907
"93","TBS_29",954,"TBS","TBS_29_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8201,0,0,0,0,643525.8946,4069972.4641,0.8201,0,0,0,0,0.8201,0.8201,1.778889619e-06,902,"",NA,0.8201,"IA1,IA2",NA,317,1,333315
"94","TBS_3",941,"TBS","TBS_3_0_0","Manefa-Khirbet 'Uqla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0,0,0,0,641023.5609,4062120.0387,1.77,0,0,0,0,1.77,1.77,0,NA,"",NA,1.77,"IA1,IA2",NA,318,2,461245
"95","TBS_30",955,"TBS","TBS_30_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0,0,0,0,643894.9161,4069912.2744,1.77,0,0,0,0,1.77,1.77,0,NA,"",NA,1.77,"IA1,IA2",NA,319,2,427428
"96","TBS_31",956,"TBS","TBS_31_0_0","Nasriyah",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1301,0,0,0,0,643320.6983,4073107.229,1.1301,0,0,0,0,1.1301,1.1301,0,NA,"",NA,1.1301,"IA1,IA2",NA,320,2,493557
"98","TBS_32",940,"TBS","TBS_32_0_0","Tell Khatoun",0,0,0,1.7701,0,0,0,0,0,0,1.7701,0,0,0,0,0,0,0,0,0,0,3.5401,0,0,0,0,645443.3789,4071816.54553333,3.5401,1.7701,1.7701,0,0,3.5401,3.5401,2.804518521e-06,904,"",NA,3.5401,"EBA1,EBA2,IA1,IA2",NA,321,2,222669
"99","TBS_37",958,"TBS","TBS_37_0_0","Tell Ghazal",0,0,0,0,0,0,0,0,0,0,1.3301,0,0,1.1301,0,0,0,0,0,0,0,1.1301,0,0,0,0,647928.8281,4076458.72126667,1.3301,0,1.3301,1.1301,1.1301,1.1301,1.1301,7.36088026e-07,661,"",NA,1.1301,"EBA2,MBA,LBA,IA1,IA2",NA,323,2,498563
"100","TBS_39",959,"TBS","TBS_39_0_0","Tell Sekar Foqani",0,0,0,0,0,0,0,0,0,0,4.9101,0,0,0,0,4.9101,0,0,0,0,0,4.9101,0,0,0,0,642041.7107,4079104.71145,4.9101,0,4.9101,0,4.9101,4.9101,4.9101,7.295937285e-06,326,"",NA,4.9101,"EBA2,LBA,IA1,IA2",NA,324,2,409715
"101","TBS_4",975,"TBS","TBS_4_0_0","Tell Rajab",0,0,0,0,0,0,0,0,0,0,4.7801,4.0801,0,0,0,0,0,0,0,0,0,1.2001,0,0,0,0,642686.35135,4063957.68025,4.7801,4.0801,4.7801,0,0,1.2001,1.2001,1.6865961852e-05,633,"",NA,1.2001,"EBA1,EBA2,IA1,IA2",NA,325,2,400288
"102","TBS_41",976,"TBS","TBS_41_0_0","Tell Sekar Tahtani",0,0,0,0,0,0,0,0,0,0,2.714099,0,0,0,0,2.300099,0,0,0,0,0,0.9061,0.589099,0.9351,0,0,642922.374633333,4074513.54753333,2.714099,0,2.714099,0,2.300099,0.9061,0.9061,1.2541084406e-05,115,"",NA,0.9061,"EBA2,LBA,IA1,IA2",NA,327,2,307736
"103","TBS_42",977,"TBS","TBS_42_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.878098,0,0,0,0,0,2.878098,0,0,2.878098,0,641878.943825,4072580.7102,2.878098,0,0,0,2.878098,2.878098,2.878098,0,NA,"",NA,2.878098,"LBA,IA1,IA2",NA,328,2,548169
"104","TBS_43",978,"TBS","TBS_43_0_0","Tell Hassek",0,0,0,6e-04,0,0,0,0,0,0,6e-04,0,0,0,0,6e-04,27.792096,0,0,27.792096,0,5e-04,0,0,5e-04,0,639339.020488889,4071052.05813889,27.792096,6e-04,6e-04,27.792096,27.792096,5e-04,27.792096,3.7738523536e-05,244,"",NA,27.792096,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,329,5,376008
"105","TBS_45",961,"TBS","TBS_45_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,638724.368,4072431.733,0.79,0,0,0,0,0.79,0.79,0,NA,"",NA,0.79,"IA1,IA2",NA,330,1,551054
"106","TBS_47",962,"TBS","TBS_47_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,2.3261,0,0,2.3261,0,0,0,0,0,2.3261,0,0,0,0,635581.115833333,4075216.44266667,2.3261,0,0,2.3261,2.3261,2.3261,2.3261,0,NA,"",NA,2.3261,"MBA,LBA,IA1,IA2",NA,331,2,551463
"107","TBS_49",963,"TBS","TBS_49_0_0","Khirbet Shuniya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.151099,0,0,0,0,633688.3787,4068534.082,3.151099,0,0,0,0,3.151099,3.151099,0,NA,"",NA,3.151099,"IA1,IA2",NA,332,2,559234
"108","TBS_52",979,"TBS","TBS_52_0_0","Tell Farfara (Darbasiyyah)",0,0,0,0,0,0,0,0,0,0,0.5131,0,0,0,0,0.5131,0,0.306099,0,0,0,0.5131,0,0,0,0,634248.187466667,4075969.6153,0.5131,0,0.5131,0,0.5131,0.5131,0.5131,8.606400627e-06,291,"",NA,0.5131,"EBA2,LBA,IA1,IA2",NA,334,1,532332
"109","TBS_53",964,"TBS","TBS_53_0_0","Tell Sawadich",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5401,0,0,0,0,635178.242,4077037.1349,1.5401,0,0,0,0,1.5401,1.5401,7.683920004e-06,572,"",NA,1.5401,"IA1,IA2",NA,335,2,542934
"110","TBS_54",965,"TBS","TBS_54_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7901,0,0,0,0,0,0.7901,0,0,0,0,637182.6733,4078639.4838,0.7901,0,0,0,0.7901,0.7901,0.7901,0,NA,"",NA,0.7901,"LBA,IA1,IA2",NA,336,1,547092
"111","TBS_55",986,"TBS","TBS_55_0_0","Tell Effendi",0,0,0,1.4001,0,0,0,0,0,0,0.8401,0,0,0,0,0.8401,0,0,0,5e-04,0,1.4001,0,0,1.4001,0,651514.996927273,4071525.60441818,1.4001,1.4001,0.8401,0,0.8401,1.4001,1.4001,2.4703703613e-05,389,"",NA,1.4001,"EBA1,EBA2,LBA,IA1,IA2",NA,337,2,142029
"114","TBS_56",966,"TBS","TBS_56_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,650985.4708,4073889.506,1,0,0,0,0,1,1,0,NA,"",NA,1,"IA1,IA2",NA,338,1,404737
"115","TBS_59",984,"TBS","TBS_59_0_0","Tell Jamilo",0,0,0,8.1161,0,0,0,0,0,0,7.8001,0,4.0001,0,0,8.6061,0,7.8001,0,0.4901,0,8.1161,0,0,0.3161,0,643613.97635,4061017.46168333,8.6061,8.1161,7.8001,4.0001,8.6061,8.1161,8.1161,1.5272916576e-05,412,"",NA,8.1161,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,339,3,132475
"117","TBS_6",942,"TBS","TBS_6_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2001,0,0.2001,0,0,0,1.1401,0,0,0,0,643258.530333333,4063591.69653333,1.1401,0,0,0,0.2001,1.1401,1.1401,0,NA,"",NA,1.1401,"LBA,IA1,IA2",NA,340,2,212710
"118","TBS_62",969,"TBS","TBS_62_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9501,0,642040.0165,4065666.8538,0.9501,0,0,0,0,0,0.9501,0,NA,"",NA,0.9501,"IA2",NA,343,1,372671
"119","TBS_63",936,"TBS","TBS_63_0_0","Tell Ghazal",0,0,0,0,0,0,0,0,0,0,1.379099,0,0,0,0,1.0921,0,0,0,0,0,0.895099,0,0,0,0,633117.4149,4069906.2077,1.379099,0,1.379099,0,1.0921,0.895099,0.895099,2.270178137e-06,640,"",NA,0.895099,"EBA2,LBA,IA1,IA2",NA,344,2,277116
"120","TBS_64",970,"TBS","TBS_64_0_0","Khirbet Madyana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.202,0,0,0,0,0,631945.5531,4069144.501,1.202,0,0,0,0,0,1.202,0,NA,"",NA,1.202,"IA2",NA,345,2,552095
"121","TBS_66",980,"TBS","TBS_66_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.321098,0,0,0,0,0,0,630275.412733333,4070054.25563333,3.321098,0,0,0,0,0,3.321098,0,NA,"",NA,3.321098,"IA2",NA,347,2,549876
"122","TBS_67",938,"TBS","TBS_67_0_0","Tell 'Asi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463999,0,0,0,0.463999,0,0,0,0,630104.6494,4069767.9257,0.463999,0,0,0,0.463999,0.463999,0.463999,0,NA,"",NA,0.463999,"LBA,IA1,IA2",NA,348,1,561687
"123","TBS_69",971,"TBS","TBS_69_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843098,0,0,0,0,639242.066633333,4062165.8463,0.843098,0,0,0,0,0.843098,0.843098,0,NA,"",NA,0.843098,"IA1,IA2",NA,349,1,552088
"124","TBS_70",972,"TBS","TBS_70_0_0","Khirbet Dhab'an",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424099,0,0,0,0,639290.511166667,4061362.6177,0.424099,0,0,0,0,0.424099,0.424099,0,NA,"",NA,0.424099,"IA1,IA2",NA,350,1,552891
"125","TBS_75",973,"TBS","TBS_75_0_0","Serha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259999,0,0.259999,0,0,0,0,646737.4395,4063181.9053,0.259999,0,0,0,0,0.259999,0.259999,0,NA,"",NA,0.259999,"IA1,IA2",NA,351,1,434099
"126","TBS_76",981,"TBS","TBS_76_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3821,0,0,0,0,0,1.3821,0,0,0,0,648703.4004,4062081.89736667,1.3821,0,0,0,1.3821,1.3821,1.3821,0,NA,"",NA,1.3821,"LBA,IA1,IA2",NA,352,2,516989
"127","TBS_77",974,"TBS","TBS_77_0_0","Jabriyah",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.715999,0,0,0,0,0,1.715999,0,0,0,0,652647.0465,4063661.544,1.715999,0,0,0,1.715999,1.715999,1.715999,0,NA,"",NA,1.715999,"LBA,IA1,IA2",NA,353,2,522487
"128","TBS_83",982,"TBS","TBS_83_0_0","Beydar III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,644875.2788,4067548.6713,1.28,0,0,0,0,1.28,1.28,0,NA,"",NA,1.28,"IA1,IA2",NA,354,2,382514
"129","TBS_9",943,"TBS","TBS_9_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4401,0,0,0,1.7701,0,0,0,0,645042.700933333,4066068.64263333,1.7701,0,0,0,0.4401,1.7701,1.7701,0,NA,"",NA,1.7701,"LBA,IA1,IA2",NA,355,2,554096
"130","THS_10",1088,"THS","THS_10_0_0","Khirbat al-Batta",0,0,0,0,0,0,0,0,0,0,0,0,1.2001,0,0,0,0,0,0,0,0,0,5.5001,0,0,0,764448.9943,4083721.17003333,5.5001,0,0,1.2001,0,5.5001,5.5001,0,NA,"",NA,5.5001,"MBA,IA1,IA2",NA,357,3,561212
"131","THS_13",1091,"THS","THS_13_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,1.7,0,0,0,765293.4052,4081664.8443,1.7,0,0,0,1.7,1.7,1.7,0,NA,"",NA,1.7,"LBA,IA1,IA2",NA,360,2,485811
"132","THS_16",1094,"THS","THS_16_0_0","Tell al-Sara",0,0,0,2e-04,0,0,0,0,0,0,2e-04,0,2e-04,0,0,1.1001,0,0,0,0,0,0,1.1001,0,0,0,766072.948333333,4078644.0552,1.1001,2e-04,2e-04,2e-04,1.1001,1.1001,1.1001,1.1634153832e-05,430,"",NA,1.1001,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,362,2,509798
"133","THS_18",1096,"THS","THS_18_0_0","<no name>, Area C",0,0,0,0,0,0,0,0,0,0,0,0,3.0002,0,0,2.0001,0,0,0,0,0,0,3.0001,0,0,0,767922.28642,4081834.70342,3.0002,0,0,3.0002,2.0001,3.0001,3.0001,0,NA,"",NA,3.0001,"MBA,LBA,IA1,IA2",NA,363,2,544427
"134","THS_20",1097,"THS","THS_20_0_0","Khirbat 'Ali",0,0,0,0,0,0,0,0,0,0,1.2001,0,0,0,0,1.2001,0,0,0,0,0,0,1.9001,0,0,0,767881.824457143,4079235.75494286,1.9001,0,1.2001,0,1.2001,1.9001,1.9001,0,NA,"",NA,1.9001,"EBA2,LBA,IA1,IA2",NA,364,2,538745
"135","THS_23",1100,"THS","THS_23_0_0","Khirbat al-Trob",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4001,0,0,0,0,0,0,4.6001,0,0,0,768019.18268,4077293.55466,7.4001,0,0,0,7.4001,4.6001,4.6001,0,NA,"",NA,4.6001,"LBA,IA1,IA2",NA,366,3,537495
"136","THS_24",1101,"THS","THS_24_0_0","Khirbet al-'Abd",0,0,0,0,0,0,0,0,0,0,0,0,10.3701,0,0,16.0301,0,0,0,0,0,0,1.7401,0,0,0,767140.641436364,4075970.51805909,16.0301,0,0,10.3701,16.0301,1.7401,1.7401,0,NA,"",NA,1.7401,"MBA,LBA,IA1,IA2",NA,367,4,431004
"137","THS_25",1102,"THS","THS_25_0_0","Khirbat al-Fakhar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0,0,2e-04,763969.537119048,4076297.42621429,5,0,0,0,0,2e-04,2e-04,0,NA,"",NA,108,"IA1,IA2",NA,368,7,314302
"140","THS_32",1106,"THS","THS_32_0_0","Khirbat 'Asaylan",0,0,0,0,0,0,0,0,0,0,2.269900654,0,2.270200654,0,0,0,0,0,0,0,0,0,2.270200654,0,0,0,768039.88402,4073212.24604,2.270200654,0,2.269900654,2.270200654,0,2.270200654,2.270200654,0,NA,"",NA,2.270200654,"EBA2,MBA,IA1,IA2",NA,371,2,526464
"141","THS_34",1108,"THS","THS_34_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1417926,0,0,0,0,3.1417926,763772.743066667,4074513.51186667,3.1417926,0,0,0,0,0,3.1417926,0,NA,"",NA,3.1417926,"IA2",NA,372,2,260358
"142","THS_35",1109,"THS","THS_35_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,1.17,0,0,0,763916.0474,4074403.5824,1.17,0,0,0,1.17,1.17,1.17,0,NA,"",NA,1.17,"LBA,IA1,IA2",NA,373,2,503783
"143","THS_40",1113,"THS","THS_40_0_0","Khirbat Melham",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04,0,0,0,761554.80648,4072612.05405,5,0,0,0,0,7e-04,7e-04,0,NA,"",NA,10.78,"IA1,IA2",NA,376,4,547815
"144","THS_41",1114,"THS","THS_41_0_0","Tell Na'ur",0,0,0,0.9001,0,0,0,0,0,0,1.6001,0,2.4001,0,0,0.8001,0,0,0,0,0,0,3.2001,0,0,0,760477.694590909,4071303.05560909,3.2001,0.9001,1.6001,2.4001,0.8001,3.2001,3.2001,1.0313979912e-05,129,"",NA,3.2001,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,377,2,324404
"145","THS_42",1115,"THS","THS_42_0_0","Nasiriya Sharqiya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,1.7,0,0,0,761046.1746,4074484.5403,1.7,0,0,0,1.7,1.7,1.7,0,NA,"",NA,1.7,"LBA,IA1,IA2",NA,378,2,252428
"146","THS_43",1116,"THS","THS_43_0_0","Khirbat Barjis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9001,0,0,0,759911.9816375,4074257.063225,2.9001,0,0,0,0,2.9001,2.9001,0,NA,"",NA,2.9001,"IA1,IA2",NA,379,2,307063
"147","THS_45",1118,"THS","THS_45_0_0","al-Saudiya",0,0,0,0,0,0,0,0,0,0,3.1001,0,0,0,0,3.1001,0,0,0,0,0,0,3.1001,0,0,0,761666.6252,4076352.40622,3.1001,0,3.1001,0,3.1001,3.1001,3.1001,0,NA,"",NA,3.1001,"EBA2,LBA,IA1,IA2",NA,380,2,364623
"148","THS_47",1120,"THS","THS_47_0_0","Khirbat al-Sukar",0,0,0,0,0,0,0,0,0,0,1.1001,0,0,0,0,1.1001,0,0,0,0,0,0,1.1001,0,0,0,761791.5158,4077333.94885,1.1001,0,1.1001,0,1.1001,1.1001,1.1001,0,NA,"",NA,1.1001,"EBA2,LBA,IA1,IA2",NA,381,2,176805
"149","THS_48",1121,"THS","THS_48_0_0","Khirbat al-Shiha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1001,0,0,0,0,0,0,6.7001,0,0,0,759266.6274,4077119.35946,6.7001,0,0,0,1.1001,6.7001,6.7001,0,NA,"",NA,6.7001,"LBA,IA1,IA2",NA,382,3,547901
"150","THS_54",1127,"THS","THS_54_0_0","(Tell Tamr)",0,0,0,0,0,0,0,0,0,0,17.8001,0,17.8001,0,0,17.8002,0,0,0,0,0,0,17.8002,0,0,0,759308.0576,4079079.7561,17.8002,0,17.8001,17.8001,17.8002,17.8002,17.8002,1.8875969436e-05,764,"",NA,17.8002,"EBA2,MBA,LBA,IA1,IA2",NA,385,4,549910
"151","THS_55",1128,"THS","THS_55_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,760852.9796,4079902.0955,3.9,0,0,0,0,3.9,3.9,0,NA,"",NA,3.9,"IA1,IA2",NA,386,2,559973
"152","THS_59",1132,"THS","THS_59_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,761738.5387,4081954.5344,1.1,0,0,0,0,1.1,1.1,0,NA,"",NA,1.1,"IA1,IA2",NA,389,2,562994
"153","",NA,"","","Dur-A??ur-ketti-le?er (Tell Bderi)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662667.838689,4028462.78402,3.659594126e-06,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,3.659594126e-06,435,"Dur-A??ur-ketti-le?er (Tell Bderi)",0,3.659594126e-06,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,391,1,562750
"154","",NA,"","","Guzana (Tell Halaf)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592702.565519,4076095.54777,5,0,0,1e-04,1e-04,1e-04,1e-04,0,NA,"Guzana (Tell Halaf)",0,55,"MBA,LBA,IA1,IA2",NA,392,6,563414
"155","",NA,"","","Kahat (Tell Barri)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689910.776453,4068020.59125,1.8309632907e-05,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.8309632907e-05,372,"Kahat (Tell Barri)",0,1.8309632907e-05,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,393,1,547860
"156","",NA,"","","Nagar (Tell Brak)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683912.955318,4059941.81042,0.00019157346683,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,0.00019157346683,738,"Nagar (Tell Brak)",0,0.00019157346683,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,395,1,36154
"157","",NA,"","","Taidu? (Tell Hamidiya)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693111.845064,4076651.24076,2.3654855947e-05,1e-04,1e-04,1e-04,245,1e-04,1e-04,2.3654855947e-05,557,"Taidu? (Tell Hamidiya)",0,2.3654855947e-05,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,400,1,527935
"158","",NA,"","","(Khirbet 'Aloki)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787936.330287,4065680.70541,5,0,0,0,0,0,1e-04,0,NA,"(Khirbet 'Aloki)",0,3.68,"IA2",NA,403,2,526870
"159","",NA,"","","(Khirbet Karhasan)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814280.911623,4079651.23647,5,0,0,0,1e-04,1e-04,1e-04,0,NA,"(Khirbet Karhasan)",0,2.23,"LBA,IA1,IA2",NA,404,2,563465
"160","",NA,"","","(Tell Abu Hafur)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648569.846822,4052577.51851,5.088876135e-06,3,3,3,3,3,3,5.088876135e-06,839,"(Tell Abu Hafur)",0,3,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,406,1,259237
"161","",NA,"","","(Tell 'Arbid)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680203.629802,4082687.87738,2.1436780381e-05,38,38,38,38,38,38,2.1436780381e-05,636,"(Tell 'Arbid)",0,38,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,408,1,350449
"162","",NA,"","","(Tell Mabtuh esh-Sharqi)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630410.483646,4041151.56004,5.3624696474e-05,44,44,0,0,44,44,5.3624696474e-05,545,"(Tell Mabtuh esh-Sharqi)",0,44,"EBA1,EBA2,IA1,IA2",NA,417,1,261409
"163","",NA,"","","(Tell Rad Shaqrah)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664186.039153,4037399.12,1.993243655e-06,1.3,1.3,1.3,1.3,1.3,1.3,1.993243655e-06,204,"(Tell Rad Shaqrah)",0,1.3,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,419,1,560737
"164","",NA,"","","(Tell Tnenir)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667282.056048,4032179.15087,40,40,40,40,40,40,40,0,NA,"(Tell Tnenir)",0,40,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,421,5,453121
"165","",NA,"","","(Tell Zaghan)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656800.566374,4046308.29688,5.610914489e-06,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,5.610914489e-06,549,"(Tell Zaghan)",0,5.610914489e-06,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,422,1,554657
